ablated_strategy,noise_rate,posterior_threshold,cases_per_seed,seeds,full_accuracy,ablated_accuracy,accuracy_difference,accuracy_difference_ci_low,accuracy_difference_ci_high,full_average_questions,ablated_average_questions,question_difference,question_difference_ci_low,question_difference_ci_high,full_brier_score,ablated_brier_score,brier_improvement,brier_improvement_ci_low,brier_improvement_ci_high,full_only_correct,ablated_only_correct,mcnemar_max_p
direct_reliable,0.1,0.9,4836,3,0.8879239040529363,0.8257513096222774,0.06217259443065894,0.05548490488006617,0.06885856079404466,7.869175627240144,4.58857182244279,3.2806038047973534,3.194234215605183,3.375930521091811,0.1620846527631777,0.31502233641775906,0.15293768365458135,0.14096618034907807,0.16461767348781697,1415,513,2.7244813804839096e-28
direct_reliable,0.1,0.95,4836,3,0.894403087951475,0.8380204025365315,0.05638268541494347,0.04962606837606837,0.06334608491866556,8.588158257513095,4.875792666115246,3.7123655913978495,3.618818927488282,3.81107664736697,0.1476410438851742,0.29554221090050764,0.14790116701533346,0.137099597629704,0.15927126599779726,1360,542,1.2226666260444848e-26
direct_reliable,0.2,0.6,4836,3,0.7407637165701683,0.6677005789909015,0.07306313757926661,0.06444720154397574,0.08140508684863522,6.2424179762889445,3.7134684312103663,2.5289495450785773,2.4459453405017926,2.608359181141439,0.4010429644210123,0.5302504211959436,0.1292074567749313,0.11753072956670292,0.14063929055402222,1854,794,3.3529212108845114e-28
direct_reliable,0.2,0.7,4836,3,0.7736421284808381,0.7039564378274056,0.0696856906534326,0.06162117452440033,0.07740556934105321,6.9584367245657575,3.9583677970774747,3.0000689274882824,2.9110783705541774,3.0871277915632755,0.3494746062987116,0.5039989676083868,0.1545243613096753,0.1421770514212044,0.16606273900283502,1779,768,1.2692570521008941e-27
direct_reliable,0.2,0.8,4836,3,0.7935621725944307,0.7261510890543148,0.0674110835401158,0.059275916735594146,0.07485525227460711,7.563688999172871,4.256203473945409,3.307485525227461,3.218403639371381,3.402229804245933,0.3133128674773951,0.4883725667562006,0.17505969927880544,0.16240787310581714,0.18769123119187686,1743,765,4.3666653291052255e-28
direct_reliable,0.2,0.85,4836,3,0.8014888337468982,0.7343534601599119,0.06713537358698649,0.05962227736421284,0.07485525227460711,8.016956162117452,4.442996967190516,3.573959194926937,3.4843534601599124,3.6672921836228287,0.2942072536489176,0.48170966244029606,0.18750240879137844,0.1748225049311098,0.20097706914866265,1741,767,2.4978312865253506e-26
direct_reliable,0.2,0.9,4836,3,0.8112765370829887,0.7445547284256961,0.06672180865729252,0.0590019299696719,0.0741677005789909,8.617659222497933,4.699407223600772,3.9182519988971602,3.82284429280397,4.008550454921424,0.27130479730468565,0.4711016706668773,0.19979687336219165,0.18661253554010482,0.21350838088624577,1756,788,5.289875991867192e-26
direct_reliable,0.2,0.95,4836,3,0.8205128205128206,0.7508271298593879,0.0696856906534326,0.062103666942376616,0.07713158257513096,9.395092362834298,4.99793217535153,4.397160187482768,4.297821891370279,4.492983181692859,0.24897678343552743,0.46439409591433983,0.21541731247881243,0.20319490830607356,0.23004201576532912,1824,813,6.5934734790131e-28
direct_reliable,0.3,0.6,4836,3,0.6609456851392336,0.6065618968844775,0.054383788254755996,0.046179693961952026,0.06286186931348221,6.609525778880617,3.759925558312655,2.8496002205679622,2.770464571271023,2.935364971050455,0.5188996663814597,0.6431056684471791,0.1242060020657193,0.11226313533317858,0.13619855553324625,1785,996,1.9983485344197377e-15
direct_reliable,0.3,0.7,4836,3,0.6855527984560243,0.6355803694513372,0.04997242900468707,0.04218362282878412,0.058176523297491026,7.395092362834298,4.019437551695616,3.375654811138682,3.285001378549766,3.4708436724565757,0.48162338375453867,0.6312184652329478,0.14959508147840905,0.13730651325615875,0.16177231885120022,1756,1031,1.3045786836355381e-12
direct_reliable,0.3,0.8,4836,3,0.7049214226633582,0.6523297491039427,0.05259167355941549,0.04445822994210091,0.06058898538737248,8.122553074165976,4.34835952577888,3.774193548387097,3.682725048249242,3.862637854976564,0.44782212446345554,0.628451779652358,0.18062965518890253,0.16742672008185044,0.19422542506013404,1804,1041,6.1799555445588725e-15
direct_reliable,0.3,0.85,4836,3,0.7109870416322028,0.6584642955610698,0.05252274607113317,0.04418079680176454,0.060794044665012405,8.563482216708023,4.558381582575131,4.0051006341328925,3.9118331265508686,4.100566928591123,0.4312160484168275,0.6271871716287417,0.19597112321191418,0.1823270331757054,0.20952873695164992,1806,1044,1.9059905166951876e-13
direct_reliable,0.3,0.9,4836,3,0.7215329473393989,0.6677695064791839,0.053763440860215055,0.04555934656741108,0.06196581196581196,9.227460711331679,4.808312655086849,4.419148056244831,4.324779432037497,4.517585125448028,0.40471029913277995,0.6198033464383483,0.21509304730556847,0.20064055317182905,0.22882188166356138,1851,1071,6.402492704800581e-13
direct_reliable,0.3,0.95,4836,3,0.7302178108629721,0.6717673007995589,0.05845051006341328,0.050799558864074994,0.0663099669148056,10.038185828508409,5.131789357595809,4.9063964709126,4.805760614833195,5.002076440584505,0.3802498788274789,0.6187345096807324,0.2384846308532535,0.22463648342745354,0.2530333594903394,1952,1104,1.2920067685777596e-14
no_misreport,0.0,0.6,4836,3,0.8870967741935484,0.8531844499586435,0.03391232423490488,0.026811069754618142,0.041218637992831535,5.386683209263854,4.276537082988696,1.1101461262751586,1.0491384063964708,1.1731458505652053,0.19391977227003662,0.23251883603621196,0.03859906376617537,0.030001632543262557,0.04735614681992559,845,353,3.426553852268262e-14
no_misreport,0.0,0.7,4836,3,0.9202508960573477,0.89840088227185,0.021850013785497658,0.015853322304935205,0.02791563275434243,5.876895505927764,4.722704714640199,1.1541907912875655,1.0990488006617039,1.2167786738351256,0.13822198820665935,0.16815587431050796,0.02993388610384857,0.022109501700118356,0.03788675625402795,610,293,6.219210238267997e-08
no_misreport,0.0,0.8,4836,3,0.9379652605459058,0.9296250344637441,0.008340226082161567,0.003101736972704715,0.014061207609594704,6.296939619520264,5.161497105045492,1.1354425144747726,1.0833919216983732,1.1882444168734492,0.10387039407361794,0.11813268565742215,0.014262291583804213,0.007281506261562873,0.02153098512876299,430,309,0.062071437574800215
no_misreport,0.0,0.85,4836,3,0.9432726771436449,0.9381720430107526,0.005100634132892197,0.0004824924179762888,0.01006513647642679,6.677074717397297,5.49524400330852,1.1818307140887785,1.1270333609043286,1.2359405155776124,0.09120846036932635,0.10050330250480766,0.009294842135481304,0.0033751605649667655,0.015380098292579344,348,274,0.32341179389961955
no_misreport,0.0,0.9,4836,3,0.9471326164874552,0.9449269368624207,0.0022056796250344637,-0.0024124620898814445,0.006687689550592766,7.141990625861593,5.833195478356768,1.308795147504825,1.2513733802040252,1.362293217535153,0.0825227107674429,0.0872402267190235,0.0047175159515805915,-0.0007874652763204299,0.010690417989058466,307,275,0.6659330459055653
no_misreport,0.0,0.95,4836,3,0.949820788530466,0.953405017921147,-0.003584229390681003,-0.007719878687620622,0.0006203473945409428,7.787772263578716,6.403432588916459,1.3843396746622554,1.3269902812241523,1.4452060931899642,0.07569743392839136,0.06995352496206504,-0.00574390896632631,-0.010394117229392265,-0.0015928177868049858,222,274,0.35313775401238945
