strategy,noise_rate,posterior_threshold,cases,accuracy,accuracy_ci_low,accuracy_ci_high,average_questions,questions_standard_error,brier_score
direct_reliable,0.0,0.6,4836,0.7973531844499586,0.7857897666700611,0.8084445570317724,3.5401157981803144,0.051780417433499745,0.2944660869369552
direct_reliable,0.0,0.7,4836,0.848014888337469,0.8376204205011443,0.8578568860288877,3.7636476426799006,0.05316796963082496,0.24024516359866938
direct_reliable,0.0,0.8,4836,0.880479735318445,0.8710332743383247,0.8893221885346752,4.045698924731183,0.05548359281319998,0.20021496504998756
direct_reliable,0.0,0.85,4836,0.8926799007444168,0.8836423950489559,0.9010940310357324,4.198511166253102,0.05648130802324619,0.18282019825380766
direct_reliable,0.0,0.9,4836,0.9092224979321754,0.9007971367516033,0.9169982225014764,4.444168734491315,0.05901526826714975,0.1572242899780116
direct_reliable,0.0,0.95,4836,0.9274193548387096,0.9197627017439719,0.9343974839943382,4.70616211745244,0.061204625276855405,0.1244656065102996
direct_reliable,0.1,0.6,4836,0.7326302729528535,0.7199750437345432,0.7449162039459593,3.6712158808933,0.05319465675325037,0.4118938970362481
direct_reliable,0.1,0.7,4836,0.7760545905707196,0.7640883029218035,0.7875826443257261,3.9086021505376345,0.05483347052889772,0.37078182687401307
direct_reliable,0.1,0.8,4836,0.8012820512820513,0.789798155457479,0.8122876648718477,4.203887510339123,0.05725334354086245,0.3465029887828205
direct_reliable,0.1,0.85,4836,0.8103804797353185,0.7990873665562171,0.8211808670157247,4.376137303556658,0.05865948975140224,0.3359293319439381
direct_reliable,0.1,0.9,4836,0.8254755996691481,0.8145206146129004,0.8359138954751985,4.61166253101737,0.06061820188384345,0.3158462826246688
direct_reliable,0.1,0.95,4836,0.8399503722084367,0.829347149662292,0.8500139269481493,4.900330851943755,0.06311438479055556,0.29262658466492675
direct_reliable,0.2,0.6,4836,0.6716294458229942,0.6582616730626756,0.6847247585593841,3.708023159636063,0.053509823924733795,0.5268512596505107
direct_reliable,0.2,0.7,4836,0.7061621174524401,0.6931638902356148,0.7188330643754619,3.9418941273779984,0.05510846660876004,0.502529295826052
direct_reliable,0.2,0.8,4836,0.7270471464019851,0.7143150028047581,0.7394188549314124,4.228701406120761,0.057417446136931755,0.4885445857465987
direct_reliable,0.2,0.85,4836,0.7351116625310173,0.7224914265211685,0.7473586611345927,4.418734491315137,0.059023649560846464,0.48211754187231887
direct_reliable,0.2,0.9,4836,0.7442100909842845,0.7317225119704336,0.7563099889279428,4.671422663358147,0.06137953222329745,0.472940684309523
direct_reliable,0.2,0.95,4836,0.7516542597187759,0.7392804239074559,0.7636285969166968,4.979114971050455,0.06415886779034731,0.4644501216936243
direct_reliable,0.3,0.6,4836,0.6019437551695617,0.588071761869702,0.6156539137805095,3.7588916459884203,0.05423966239438895,0.6510030183731498
direct_reliable,0.3,0.7,4836,0.631306865177833,0.6176099311815718,0.6447953508425343,4.023779983457403,0.056237328486757096,0.6369255411361571
direct_reliable,0.3,0.8,4836,0.6478494623655914,0.6342747980979949,0.6611894170945022,4.352977667493796,0.05894804384893732,0.6343136327906445
direct_reliable,0.3,0.85,4836,0.6567411083540116,0.6432394324670694,0.6699939593034381,4.559346567411083,0.06067505204531662,0.6290011285622944
direct_reliable,0.3,0.9,4836,0.6666666666666666,0.6532526110663104,0.6798161406052319,4.814516129032258,0.06308818155083419,0.6208360534754643
direct_reliable,0.3,0.95,4836,0.6724565756823822,0.6590966788946946,0.6855426993857847,5.130272952853598,0.06551967841058139,0.6170102284172513
full_two_layer,0.0,0.6,4836,0.8883374689826302,0.8791506155244881,0.8969078406034974,5.383788254755997,0.05605051801009196,0.193123727331195
full_two_layer,0.0,0.7,4836,0.9210090984284532,0.9130685007883872,0.9282813483471712,5.873035566583954,0.057291821506224125,0.13793389247850643
full_two_layer,0.0,0.8,4836,0.9373449131513648,0.9301613487150807,0.9438341969242642,6.285773366418527,0.059106177298147926,0.10566409067679931
full_two_layer,0.0,0.85,4836,0.9429280397022333,0.9360313327996538,0.9491216027840231,6.661703887510339,0.06095929792978674,0.09308738493618536
full_two_layer,0.0,0.9,4836,0.9466501240694789,0.9399542476760285,0.9526369478705365,7.125930521091812,0.06269101039912128,0.08454141125897814
full_two_layer,0.0,0.95,4836,0.9503722084367245,0.9438857250172216,0.9561437304922314,7.774400330851944,0.06387699806385125,0.07581331693471602
full_two_layer,0.1,0.6,4836,0.8227874276261373,0.8117701650851343,0.8332922683631008,5.841604631927212,0.060457856433173515,0.2840607005188296
full_two_layer,0.1,0.7,4836,0.8558726220016543,0.8456910617167318,0.865489238068286,6.465260545905707,0.06209852103381461,0.22837845799272158
full_two_layer,0.1,0.8,4836,0.8740694789081885,0.8644207035975933,0.8831244226726549,6.984698097601323,0.06415952659328165,0.19484755337785353
full_two_layer,0.1,0.85,4836,0.881306865177833,0.8718871133047121,0.8901212962267073,7.394747725392887,0.06580473912207536,0.17829228691319288
full_two_layer,0.1,0.9,4836,0.8899917287014061,0.8808612576150465,0.8985030918297783,7.884615384615385,0.06668842382306857,0.15940970627691226
full_two_layer,0.1,0.95,4836,0.8945409429280397,0.8855687973979158,0.9028867586682165,8.577956989247312,0.06718667778569186,0.1485828996492016
full_two_layer,0.2,0.6,4836,0.7382133995037221,0.7256376145051824,0.7504110231196524,6.237386269644334,0.06367741043285143,0.39966554163048695
full_two_layer,0.2,0.7,4836,0.771298593879239,0.7592485291606902,0.7829179748009271,6.964226633581473,0.0655930181928826,0.3476402936643022
full_two_layer,0.2,0.8,4836,0.7923904052936311,0.7807289236232083,0.803587720128108,7.560173697270471,0.06742867978050107,0.3098219747458493
full_two_layer,0.2,0.85,4836,0.8002481389578163,0.7887431521819394,0.8112764848243627,8.012406947890819,0.0687561041445734,0.2907455044096741
full_two_layer,0.2,0.9,4836,0.8089330024813896,0.7976089043853622,0.8197666725343451,8.616832092638544,0.06928261524091693,0.26958779701512914
full_two_layer,0.2,0.95,4836,0.8174110835401158,0.8062719881824808,0.8280462919860273,9.424731182795698,0.0686410653365526,0.24822461745876617
full_two_layer,0.3,0.6,4836,0.6544665012406948,0.6409456628973421,0.6677421255625117,6.595326716294458,0.06539789414754651,0.526884713862445
full_two_layer,0.3,0.7,4836,0.6803143093465674,0.6670315700414918,0.6933108014939734,7.426592224979322,0.06713871592644859,0.4874281240530781
full_two_layer,0.3,0.8,4836,0.6978908188585607,0.6847963080569887,0.710671179969892,8.15136476426799,0.06910285139722325,0.4557177412189371
full_two_layer,0.3,0.85,4836,0.7036807278742763,0.6906530864211858,0.7163850282146319,8.599875930521092,0.07009247227939305,0.4385672972591932
full_two_layer,0.3,0.9,4836,0.7129859387923904,0.7000709745108399,0.725562790032198,9.240694789081886,0.07022687828935101,0.41314682785575235
full_two_layer,0.3,0.95,4836,0.7229114971050455,0.7101239820357633,0.7353451424083094,10.0616211745244,0.06859122318429571,0.3871545252953871
no_misreport,0.0,0.6,4836,0.8550454921422663,0.8448410602028811,0.8646862929237171,4.276261373035567,0.05137073880395631,0.23033376304868672
no_misreport,0.0,0.7,4836,0.8990901571546733,0.8902813565509199,0.9072654061365203,4.728287841191067,0.05361330209491627,0.16656957149447046
no_misreport,0.0,0.8,4836,0.9311414392059554,0.9236571148698256,0.9379413308313727,5.16645988420182,0.05619957849179797,0.11652601311354359
no_misreport,0.0,0.85,4836,0.9398263027295285,0.9327682139176432,0.9461861716969604,5.501033912324235,0.05765968569889262,0.09900844308391628
no_misreport,0.0,0.9,4836,0.94520264681555,0.9384276978188029,0.9512708410755277,5.829611248966088,0.05885553499319196,0.08770330527494155
no_misreport,0.0,0.95,4836,0.9530603804797353,0.9467309645977727,0.9586705675515438,6.400951199338296,0.06259997372149649,0.07140446376209926
no_misreport,0.1,0.6,4836,0.7892886683209264,0.7775672195909022,0.8005508741913405,4.5713399503722085,0.05465882411610498,0.3355922429844275
no_misreport,0.1,0.7,4836,0.8289909015715468,0.8181187611467822,0.8393407722395998,5.098014888337469,0.05735354653542671,0.2798313413564961
no_misreport,0.1,0.8,4836,0.8571133167907361,0.8469662723615985,0.8666934474110486,5.627998345740282,0.06060729103757944,0.23550630914562565
no_misreport,0.1,0.85,4836,0.869520264681555,0.8597327412857948,0.8787211783631458,6.029983457402812,0.06242592829205344,0.21205199570890584
