strategy,noise_rate,posterior_threshold,cases,accuracy,accuracy_ci_low,accuracy_ci_high,average_questions,questions_standard_error,brier_score
eig,0.0,0.6,4836,0.8883374689826302,0.8791506155244881,0.8969078406034974,5.383788254755997,0.05605051801009196,0.193123727331195
eig,0.0,0.7,4836,0.9210090984284532,0.9130685007883872,0.9282813483471712,5.873035566583954,0.057291821506224125,0.13793389247850643
eig,0.0,0.8,4836,0.9373449131513648,0.9301613487150807,0.9438341969242642,6.285773366418527,0.059106177298147926,0.10566409067679931
eig,0.0,0.85,4836,0.9429280397022333,0.9360313327996538,0.9491216027840231,6.661703887510339,0.06095929792978674,0.09308738493618536
eig,0.0,0.9,4836,0.9466501240694789,0.9399542476760285,0.9526369478705365,7.125930521091812,0.06269101039912128,0.08454141125897814
eig,0.0,0.95,4836,0.9503722084367245,0.9438857250172216,0.9561437304922314,7.774400330851944,0.06387699806385125,0.07581331693471602
eig,0.1,0.6,4836,0.8227874276261373,0.8117701650851343,0.8332922683631008,5.841604631927212,0.060457856433173515,0.2840607005188296
eig,0.1,0.7,4836,0.8558726220016543,0.8456910617167318,0.865489238068286,6.465260545905707,0.06209852103381461,0.22837845799272158
eig,0.1,0.8,4836,0.8740694789081885,0.8644207035975933,0.8831244226726549,6.984698097601323,0.06415952659328165,0.19484755337785353
eig,0.1,0.85,4836,0.881306865177833,0.8718871133047121,0.8901212962267073,7.394747725392887,0.06580473912207536,0.17829228691319288
eig,0.1,0.9,4836,0.8899917287014061,0.8808612576150465,0.8985030918297783,7.884615384615385,0.06668842382306857,0.15940970627691226
eig,0.1,0.95,4836,0.8945409429280397,0.8855687973979158,0.9028867586682165,8.577956989247312,0.06718667778569186,0.1485828996492016
eig,0.2,0.6,4836,0.7382133995037221,0.7256376145051824,0.7504110231196524,6.237386269644334,0.06367741043285143,0.39966554163048695
eig,0.2,0.7,4836,0.771298593879239,0.7592485291606902,0.7829179748009271,6.964226633581473,0.0655930181928826,0.3476402936643022
eig,0.2,0.8,4836,0.7923904052936311,0.7807289236232083,0.803587720128108,7.560173697270471,0.06742867978050107,0.3098219747458493
eig,0.2,0.85,4836,0.8002481389578163,0.7887431521819394,0.8112764848243627,8.012406947890819,0.0687561041445734,0.2907455044096741
eig,0.2,0.9,4836,0.8089330024813896,0.7976089043853622,0.8197666725343451,8.616832092638544,0.06928261524091693,0.26958779701512914
eig,0.2,0.95,4836,0.8174110835401158,0.8062719881824808,0.8280462919860273,9.424731182795698,0.0686410653365526,0.24822461745876617
eig,0.3,0.6,4836,0.6544665012406948,0.6409456628973421,0.6677421255625117,6.595326716294458,0.06539789414754651,0.526884713862445
eig,0.3,0.7,4836,0.6803143093465674,0.6670315700414918,0.6933108014939734,7.426592224979322,0.06713871592644859,0.4874281240530781
