strategy,noise_rate,posterior_threshold,cases,accuracy,accuracy_ci_low,accuracy_ci_high,average_questions,questions_standard_error,brier_score
direct_reliable,0.0,0.6,4836,0.793424317617866,0.781783049513108,0.8045997775612328,3.5500413564929696,0.051813302762742944,0.30067621628405566
direct_reliable,0.0,0.7,4836,0.8449131513647643,0.8344372578741444,0.8548414986868142,3.774193548387097,0.05324615117694847,0.24635184982964858
direct_reliable,0.0,0.8,4836,0.8775847808105872,0.8680459386888707,0.8865242108796606,4.047353184449959,0.05534595776841804,0.20656548305710615
direct_reliable,0.0,0.85,4836,0.8893713813068652,0.8802196939525081,0.8979049454985021,4.201819685690653,0.0564637398038251,0.18912853232706123
direct_reliable,0.0,0.9,4836,0.9075682382133995,0.8990783115293415,0.915411154406899,4.464846980976013,0.059300446361674086,0.16092627470254442
direct_reliable,0.0,0.95,4836,0.923904052936311,0.9160897650065604,0.9310453974334666,4.723325062034739,0.06143068495986534,0.13174940840424515
direct_reliable,0.1,0.6,4836,0.72808105872622,0.7153629699348062,0.7404370711243887,3.6342018196856904,0.0526536143308864,0.4196839558716473
direct_reliable,0.1,0.7,4836,0.7688172043010753,0.7567242854192912,0.7804833785670674,3.8726220016542596,0.05448297506980612,0.3848501923365614
direct_reliable,0.1,0.8,4836,0.7938378825475599,0.7822047315598114,0.8050045688437389,4.148676592224979,0.05647777714163172,0.3608366238721379
direct_reliable,0.1,0.85,4836,0.805004135649297,0.7935971520194406,0.815926928272774,4.320099255583126,0.05768841143533902,0.3479412323866619
direct_reliable,0.1,0.9,4836,0.8180314309346567,0.8069062109622227,0.8286517792000998,4.55004135649297,0.05983445982877006,0.33177086650726334
direct_reliable,0.1,0.95,4836,0.8306451612903226,0.8198125674567782,0.8409528592464428,4.833953680727874,0.06220189253246643,0.31151225068074523
direct_reliable,0.2,0.6,4836,0.6610835401157982,0.6476193930235867,0.6742919687036235,3.71505376344086,0.05342810100674341,0.5440629336401691
direct_reliable,0.2,0.7,4836,0.6972704714640199,0.6841689413083565,0.7100588367247098,3.9724979321753517,0.05560616256922464,0.5172834530217147
direct_reliable,0.2,0.8,4836,0.7208436724565757,0.7080289761771967,0.7333077816208271,4.272539288668321,0.0577885011215445,0.5002211265689834
direct_reliable,0.2,0.85,4836,0.7299421009098428,0.7172495261241653,0.7422696449164737,4.457402812241522,0.05924461063951683,0.49168639654703244
