strategy,noise_rate,posterior_threshold,cases,accuracy,accuracy_ci_low,accuracy_ci_high,average_questions,questions_standard_error,brier_score
eig,0.0,0.6,4836,0.8879239040529363,0.8787230516225929,0.896508931176183,5.382547559966914,0.056158206651045844,0.19148719438488887
eig,0.0,0.7,4836,0.9216294458229942,0.913715657001895,0.9288739021274782,5.871174524400331,0.05729133559824291,0.13582146568852826
eig,0.0,0.8,4836,0.9398263027295285,0.9327682139176432,0.9461861716969604,6.277708850289495,0.05899429322475255,0.10051208660440272
eig,0.0,0.85,4836,0.9447890818858561,0.9379917714985082,0.9508802940666128,6.663151364764268,0.06107552924563789,0.0885158920982727
eig,0.0,0.9,4836,0.9487179487179487,0.9421372893792964,0.9545862728133173,7.132754342431761,0.0627661499270542,0.07892531367907483
eig,0.0,0.95,4836,0.9501654259718776,0.9436670700341576,0.9559491488106906,7.776674937965261,0.0638354613319677,0.07410624381461411
eig,0.1,0.6,4836,0.8200992555831266,0.8090206282649639,0.8306697285434077,5.791563275434243,0.059561927780082416,0.28911456471114105
eig,0.1,0.7,4836,0.848014888337469,0.8376204205011443,0.8578568860288877,6.378411910669975,0.06119346369137513,0.2403692282445096
eig,0.1,0.8,4836,0.8672456575682382,0.8573901982287414,0.8765181181095455,6.902812241521919,0.06328770544171113,0.20384309109634063
eig,0.1,0.85,4836,0.8748966087675765,0.8652734829542141,0.8839245899744534,7.306451612903226,0.06495926854792129,0.187052916462415
eig,0.1,0.9,4836,0.8837882547559966,0.8744494878983046,0.8925177616083734,7.867452440033086,0.06659937613712293,0.16726406535230354
eig,0.1,0.95,4836,0.8910256410256411,0.8819307268099782,0.8994998059578713,8.615798180314309,0.06738258245341973,0.1508738110929042
eig,0.2,0.6,4836,0.739454094292804,0.7268963122712752,0.7516317453411888,6.248345740281224,0.06312142254104604,0.4085071634235985
eig,0.2,0.7,4836,0.7679900744416873,0.7558829996127288,0.7796717177152102,6.975392886683209,0.06519522596185347,0.3614245368201563
eig,0.2,0.8,4836,0.7857733664185277,0.7739851603326035,0.7971079101513562,7.581058726220016,0.06681961062184517,0.3284269191312312
eig,0.2,0.85,4836,0.7919768403639371,0.7803073048530885,0.8031828655690177,8.035153019023987,0.0680550038185982,0.3113914280595492
eig,0.2,0.9,4836,0.8029363110008272,0.7914864071049094,0.8139053065412564,8.637923904052936,0.06897892493539463,0.2870260293803222
eig,0.2,0.95,4836,0.8132754342431762,0.8020450269066819,0.8240085199697282,9.404052936311,0.0683548144593329,0.2622422227566015
eig,0.3,0.6,4836,0.6592224979321754,0.6457421145401792,0.672450117205587,6.642266335814723,0.06571881192716628,0.5223571773344072
eig,0.3,0.7,4836,0.6838296112489661,0.6705827717182697,0.6967846231154786,7.39454094292804,0.06740005081844569,0.4858754509995386
eig,0.3,0.8,4836,0.7043010752688172,0.6912807445878126,0.71699708004182,8.13213399503722,0.0693805450015105,0.44949529243748815
eig,0.3,0.85,4836,0.7121588089330024,0.699233565153569,0.7247472527310492,8.581265508684863,0.07028263813356073,0.43241038581717
eig,0.3,0.9,4836,0.7235318444995864,0.7107525491242298,0.7359562853136575,9.254962779156328,0.07026607841609356,0.40488452356978943
eig,0.3,0.95,4836,0.7322167080231596,0.7195556953028568,0.7445090790484361,10.072373862696443,0.06862021468271935,0.3794794520237247
medrag_rdc,0.0,0.6,4836,0.6612903225806451,0.6478279936906285,0.6744966047011866,10.104218362282879,0.0787033386235279,0.4486042123257477
medrag_rdc,0.0,0.7,4836,0.6656327543424317,0.652209265340385,0.6787933030081328,10.578990901571547,0.0764650200021145,0.4366511011120874
medrag_rdc,0.0,0.8,4836,0.6687344913151365,0.6553395181025718,0.6818616002150195,11.3151364764268,0.07040805740047726,0.4262379395969062
medrag_rdc,0.0,0.85,4836,0.6705955334987593,0.6572179811258025,0.6837022671732327,11.795078577336643,0.06530526886863608,0.4225070081876399
medrag_rdc,0.0,0.9,4836,0.6710090984284532,0.657635449196587,0.684111272431658,12.30479735318445,0.059705631650567255,0.42071832085273414
medrag_rdc,0.0,0.95,4836,0.6714226633581473,0.658052928870798,0.6845202660866568,12.751033912324235,0.054585183469188225,0.4200146210427688
medrag_rdc,0.1,0.6,4836,0.609181141439206,0.5953474105912702,0.6228415483201124,10.070926385442515,0.07853615226319009,0.5210111374807072
medrag_rdc,0.1,0.7,4836,0.6153846153846154,0.601586205446202,0.6289998534033274,10.63833746898263,0.07618312006451251,0.5063314198475551
medrag_rdc,0.1,0.8,4836,0.6261373035566584,0.6124057008992654,0.6396686645097183,11.455128205128204,0.06960718654647909,0.48549649693217545
medrag_rdc,0.1,0.85,4836,0.6298593879239041,0.6161525785097881,0.6433600468620835,11.949131513647643,0.06415240143311315,0.4776961885031045
medrag_rdc,0.1,0.9,4836,0.631306865177833,0.6176099311815718,0.6447953508425343,12.463813068651778,0.05830409985660193,0.4738492050528124
medrag_rdc,0.1,0.95,4836,0.6317204301075269,0.618026341761432,0.6452054135918837,12.920802315963606,0.05299631954280652,0.4723710569826532
medrag_rdc,0.2,0.6,4836,0.5403225806451613,0.5262496805110916,0.5543314690868623,9.801902398676592,0.07887232472946183,0.6229554242860844
medrag_rdc,0.2,0.7,4836,0.5496277915632755,0.5355711650221607,0.5636056344830133,10.529983457402812,0.0764481938574329,0.6060103734690709
